trip_id,lat,lon,pickup_time,dropoff_time,distance_km,duration_sec,cost,car_model,car_cat,gender,gps_points,max_speed,avg_speed
1195529d,,,2016-01-30 22:23:15.980000,2016-01-30 22:25:14,0.2828818706476306,0,,LEXUS,,female,8,17.0,9.7
1195470,,,2016-01-30 15:40:31,2016-01-30 16:13:37,23.02,0,,Fortuner,,female,416,141.5,35.6
1195399,,,2016-01-30 13:32:36,2016-01-30 13:52:34,9.61,0,,Elentra,,N/A,239,133.4,28.6
1195280,,,2016-01-30 06:27:42,2016-01-30 06:47:27,19.94,0,,Expedition,,female,216,112.3,57.6
1195269,,,2016-01-30 06:25:30,2016-01-30 06:44:36,16.43,0,,FORTUNER,,female,248,97.9,48.5
1195169,,,2016-01-30 00:15:34,2016-01-30 00:54:19,46.87,0,,Innova,,female,464,154.9,70.9
1195029,,,2016-01-29 19:59:21,2016-01-29 20:38:28,154.42,0,,Yukon,,N/A,418,121.2,48.4
1194977,,,2016-01-29 18:55:49,2016-01-29 19:17:06,14.38,0,,Yukon,,male,246,109.0,29.6
1194942,,,2016-01-29 18:00:58,2016-01-29 18:13:45,15.36,0,,Yukon,,N/A,135,148.8,43.7
1194938,,,2016-01-29 17:52:35,2016-01-29 18:14:37,24.8,0,,Yukon,,male,238,151.2,49.8
1194905,,,2016-01-29 16:58:40,2016-01-29 17:28:58,36.4,0,,Yukon,,male,342,126.5,49.8
1194863,,,2016-01-29 15:48:54,2016-01-29 17:08:56,37.05,0,,Yukon,,female,882,150.6,20.8
1194831,,,2016-01-29 15:11:33,2016-01-29 15:24:47,12.98,0,,Taurus,,male,148,111.6,46.3
1194758,,,2016-01-29 12:45:47,2016-01-29 13:27:33,14.64,0,,Taurus,,N/A,497,92.4,19.6
1194722a,,,2016-01-29 11:14:11,2016-01-29 13:15:45.331337,17.04024845343693,0,,Yukon,,male,816,78.2,8.4
1194722b,,,2016-01-29 14:06:46.265469,2016-01-29 14:58:23,2.338815663435978,0,,Yukon,,male,345,31.7,2.7
1194692,,,2016-01-29 10:08:27,2016-01-29 10:32:58,18.8,0,,Taurus,,female,294,113.6,45.5
1194668,,,2016-01-29 06:16:14,2016-01-29 07:17:30,53.52,0,,Taurus,,female,690,144.7,45.1
1194642,,,2016-01-29 02:40:34,2016-01-29 02:53:12,11.15,0,,Yukon,,female,150,116.9,54.8
1194638,,,2016-01-29 01:54:40,2016-01-29 02:09:07,9.56,0,,Yukon,,female,176,130.3,39.9
1194622,,,2016-01-29 01:49:15,2016-01-29 02:02:38,17.7,0,,Yukon,,male,159,331.6,73.6
1194595,,,2016-01-29 00:38:52,2016-01-29 01:06:25,38.47,0,,Yukon,,female,329,148.2,81.6
1194543,,,2016-01-28 21:54:41,2016-01-28 22:22:52,17.92,0,,Yukon,,female,337,143.0,38.8
1195069,,,2016-01-29 21:01:02,2016-01-29 21:41:18,40.89,0,,Sonata,,N/A,441,120.5,34.3
1195065,,,2016-01-29 20:55:35,2016-01-29 21:12:59,10.99,0,,Innova,,female,170,103.6,38.1
1195062,,,2016-01-29 20:42:54,2016-01-29 21:29:21,24.2,0,,COROLLA,,N/A,495,97.2,30.9
1195059,,,2016-01-29 20:52:14,2016-01-29 21:15:11,17.05,0,,Santafe,,female,252,109.9,43.7
1195056,,,2016-01-29 20:35:26,2016-01-29 20:53:55,7.46,0,,Camry,,female,217,67.5,19.1
1195055,,,2016-01-29 20:44:24,2016-01-29 20:58:49,17.05,0,,Fortuner,,female,155,107.9,53.1
1195052,,,2016-01-29 20:45:19,2016-01-29 22:27:12,72.4,0,,Prado,,male,1108,121.2,31.8
1195051,,,2016-01-29 20:43:26,2016-01-29 21:15:30,13.85,0,,LEXUS,,female,377,139.0,26.0
1195045a,,,2016-01-29 22:06:06.389740,2016-01-29 23:13:32.865423,12.42065370805755,0,,Impala,,N/A,341,43.4,11.0
1195045b,,,2016-01-30 00:10:28.566955,2016-01-30 01:26:03,2.8203218692970484,0,,Impala,,N/A,380,31.7,2.2
1195042,,,2016-01-29 20:41:57,2016-01-29 20:59:46,11.95,0,,Elentra,,female,179,86.2,39.1
1195038,,,2016-01-29 20:19:44,2016-01-29 20:38:55,16.13,0,,Fortuner,,female,209,84.7,37.6
1195040,,,2016-01-29 20:27:05,2016-01-29 20:54:19,27.57,0,,Fortuner ,,female,272,120.6,36.2
1195039,,,2016-01-29 20:20:49,2016-01-29 20:28:02,2.76,0,,Taurus,,female,60,60.4,18.1
1195034,,,2016-01-29 20:13:50,2016-01-29 20:30:06,24.62,0,,Camry,,female,172,118.8,56.6
1195030,,,2016-01-29 20:13:30,2016-01-29 20:33:07,17.5,0,,Innova,,N/A,211,105.4,43.3
1195018,,,2016-01-29 19:49:52,2016-01-29 20:48:55,19.52,0,,Innova,,female,688,129.7,20.2
1195017,,,2016-01-29 19:50:32,2016-01-29 20:14:42,20.27,0,,2015,,male,244,101.1,37.4
1195021,,,2016-01-29 19:54:21,2016-01-29 20:58:36,22.66,0,,Sportage (KIA),,female,715,82.1,17.6
1195007,,,2016-01-29 19:41:01,2016-01-29 20:06:31,47.05,0,,Cadillac,,female,272,111.0,47.0
1195006,,,2016-01-29 19:32:34,2016-01-29 19:43:53,1.31,0,,Innova,,female,103,45.1,7.0
1195002,,,2016-01-29 19:36:10,2016-01-29 20:11:33,17.23,0,,Prado,,female,385,89.5,20.6
1194999a,,,2016-01-29 19:18:02,2016-01-29 19:29:40.133333,3.688083006581752,0,,Fortuner,,female,103,131.2,18.3
1194999b,,,2016-01-29 20:11:35.466667,2016-01-29 20:50:26,36.782534915243744,0,,Fortuner,,female,485,156.9,35.2
1194998,,,2016-01-29 19:21:07,2016-01-29 19:48:39,32.19,0,,camry,,male,297,138.5,51.1
1194997,,,2016-01-29 19:28:32,2016-01-29 21:18:44,49.96,0,,Fortuner,,female,979,111.7,20.6
1194996,,,2016-01-29 19:19:09,2016-01-29 19:47:54,21.37,0,,LEXUS,,female,323,124.3,42.6
1194993,,,2016-01-29 19:09:34,2016-01-29 19:54:42,19.16,0,,Tahoe,,female,489,94.6,22.3
1194990,,,2016-01-29 18:57:30,2016-01-29 19:10:16,11.38,0,,Sonata,,female,142,105.4,44.8
1194991,,,2016-01-29 19:13:39,2016-01-29 19:29:27,4.64,0,,Taures,,female,174,72.3,17.1
1194986,,,2016-01-29 18:51:58,2016-01-29 19:09:15,14.76,0,,Innova,,female,187,104.4,51.1
1194984,,,2016-01-29 18:57:36,2016-01-29 19:34:54,34.43,0,,Sportage (KIA),,female,385,108.9,54.0
1194980,,,2016-01-29 19:00:02,2016-01-29 19:35:03,22.7,0,,Fortuner,,female,378,95.5,34.4
1194976,,,2016-01-29 18:53:41,2016-01-29 19:22:14,22.49,0,,Fortuner ,,female,305,107.4,34.3
1194966,,,2016-01-29 18:38:16,2016-01-29 19:07:47,92.74,0,,Cadillac,,female,285,110.8,65.2
1194964,,,2016-01-29 18:40:59,2016-01-29 20:00:00,97.64,0,,Fortuner,,female,868,114.0,31.9
1194960,,,2016-01-29 18:23:10,2016-01-29 18:28:20,1.55,0,,Sonata,,female,55,59.5,18.2
1194959,,,2016-01-29 18:34:45,2016-01-29 19:07:29,42.76,0,,CAMARE,,female,334,157.0,58.9
1194958,,,2016-01-29 18:39:36,2016-01-29 19:20:58,16.18,0,,Elentra,,female,426,95.8,22.6
1194956,,,2016-01-29 18:32:56,2016-01-29 18:38:14,1.63,0,,camry,,female,56,64.1,18.7
1194951,,,2016-01-29 18:30:13,2016-01-29 20:02:02,63.6,0,,250 IS Lexus ,,female,984,155.4,24.8
1194946,,,2016-01-29 18:06:36,2016-01-29 20:05:33,52.25,0,,Elentra,,female,1304,107.3,19.8
1194944,,,2016-01-29 17:55:35,2016-01-29 18:08:52,12.74,0,,Sonta,,female,143,108.9,44.8
1194943,,,2016-01-29 18:12:34,2016-01-29 19:24:13,50.41,0,,Lexus ES,,N/A,777,115.6,15.5
1194941,,,2016-01-29 17:51:02,2016-01-29 18:26:18,4.36,0,,Sonata,,female,382,59.4,6.8
1194937,,,2016-01-29 17:58:48,2016-01-29 17:59:29,1.27,0,,Fortuner,,N/A,14,140.7,98.2
1194939,,,2016-01-29 17:44:07,2016-01-29 18:02:53,19.42,0,,2015,,female,222,121.2,49.4
1194936,,,2016-01-29 18:11:12,2016-01-29 20:57:24,111.24,0,,Lexus,,female,1505,106.5,14.9
1194933,,,2016-01-29 17:53:14,2016-01-29 18:13:18,13.47,0,,EXPEDITION,,male,259,130.9,39.1
1194927,,,2016-01-29 17:36:37,2016-01-29 17:54:16,12.23,0,,Sonata,,female,192,128.9,36.8
1194924,,,2016-01-29 17:27:37,2016-01-29 17:35:41,4.91,0,,Innova,,female,106,85.7,36.8
1194914,,,2016-01-29 17:11:44,2016-01-29 18:01:05,39.73,0,,Expedition,,female,535,115.0,39.2
1194907,,,2016-01-29 17:13:22,2016-01-29 18:09:56,28.86,0,,SONATA,,female,656,148.1,29.0
1194906,,,2016-01-29 16:51:54,2016-01-29 16:52:01,0.28,0,,COROLLA,,female,14,160.0,81.7
1194902,,,2016-01-29 17:08:22,2016-01-29 17:42:41,31.87,0,,camry,,male,371,133.6,50.3
1194895,,,2016-01-29 16:19:30,2016-01-29 16:29:24,6.54,0,,Fortuner ,,female,106,85.9,34.4
1194894,,,2016-01-29 16:25:05,2016-01-29 16:35:32,10.25,0,,prado,,female,103,86.3,38.5
1194893,,,2016-01-29 16:48:26,2016-01-29 17:28:43,23.06,0,,Sonata,,male,440,100.7,31.8
1194888,,,2016-01-29 16:18:45,2016-01-29 16:46:08,14.56,0,,Elentra,,female,295,90.6,25.6
1194886,,,2016-01-29 16:38:28,2016-01-29 17:08:26,30.26,0,,santafe,,female,359,159.4,58.3
1194884,,,2016-01-29 16:00:08,2016-01-29 16:36:55,63.16,0,,Expedition,,female,392,117.5,47.0
1194878,,,2016-01-29 15:50:20,2016-01-29 16:09:57,8.65,0,,LEXUS,,female,226,110.4,26.7
1194875,,,2016-01-29 16:08:11,2016-01-29 16:50:02,29.98,0,,Fortuner,,female,454,93.2,30.5
1194861,,,2016-01-29 15:40:48,2016-01-29 16:06:55,39.63,0,,Fortuner,,female,284,99.5,53.7
1194856,,,2016-01-29 15:32:42,2016-01-29 16:37:53,22.97,0,,Tahoe,,female,765,113.1,20.8
1194853,,,2016-01-29 15:33:51,2016-01-29 15:50:59,16.19,0,,Sonata,,N/A,202,119.8,52.9
1194849,,,2016-01-29 15:35:26,2016-01-29 16:06:12,7.96,0,,Innova,,female,324,93.7,14.7
1194843,,,2016-01-29 15:56:29,2016-01-29 16:09:43,11.81,0,,Fortuner,,N/A,141,95.5,42.5
1194840,,,2016-01-29 15:30:58,2016-01-29 16:29:04,15.83,0,,Elentra,,N/A,638,89.3,15.2
1194839,,,2016-01-29 15:14:18,2016-01-29 15:47:10,47.79,0,,Expedition,,female,354,97.1,42.4
1194833,,,2016-01-29 15:06:22,2016-01-29 15:38:06,30.39,0,,Fortuner,,N/A,321,112.1,57.6
1194832,,,2016-01-29 15:04:05,2016-01-29 15:22:33,24.69,0,,Sonta,,female,199,112.2,42.7
1194834,,,2016-01-29 15:22:14,2016-01-29 15:54:03,27.74,0,,Fortuner ,,female,362,125.5,36.2
1194828,,,2016-01-29 17:20:50,2016-01-29 17:40:59,15.0,0,,Impala,,female,235,99.0,38.6
1194829,,,2016-01-29 14:43:03,2016-01-29 16:10:24,24.95,0,,Sonata,,female,1026,153.4,17.0
1194826,,,2016-01-29 15:10:21,2016-01-29 16:58:41,97.36,0,,Taurus,,N/A,1154,124.6,33.2
1194825,,,2016-01-29 15:03:13,2016-01-29 15:37:26,40.64,0,,Fortuner,,female,395,130.6,35.7
1194820,,,2016-01-29 14:44:55,2016-01-29 15:36:42,23.82,0,,LEXUS,,female,581,108.7,26.2
1194818,,,2016-01-29 14:25:24,2016-01-29 14:27:53,1.66,0,,Taurus,,female,43,86.5,29.7
1194817,,,2016-01-29 14:33:26,2016-01-29 14:50:57,10.47,0,,Prado,,female,209,108.0,35.9
1194816,,,2016-01-29 14:31:14,2016-01-29 14:39:28,6.45,0,,Fortuner,,female,87,89.5,43.7
1194809,,,2016-01-29 14:03:11,2016-01-29 15:20:13,27.41,0,,Azeera,,female,845,130.8,15.3
1194808,,,2016-01-29 14:05:59,2016-01-29 14:23:02,5.4,0,,Innova,,female,183,113.9,18.9
1194805,,,2016-01-29 14:20:29,2016-01-29 15:00:56,24.53,0,,Tahoe,,female,455,112.3,36.1
1194799,,,2016-01-29 13:59:39,2016-01-29 14:04:23,2.95,0,,Fortuner,,male,50,67.4,30.2
1194798,,,2016-01-29 13:58:04,2016-01-29 14:34:44,7.04,0,,Sonata,,female,419,53.0,11.6
1194796,,,2016-01-29 13:51:31,2016-01-29 14:06:43,5.28,0,,Innova,,female,147,74.0,19.9
1194795,,,2016-01-29 13:51:57,2016-01-29 13:56:22,1.43,0,,Fortuner ,,N/A,47,58.7,19.4
1194792,,,2016-01-29 13:52:49,2016-01-29 14:22:57,8.6,0,,Lexus,,male,328,78.0,14.0
1194786,,,2016-01-29 13:48:26,2016-01-29 14:09:27,9.26,0,,Fortuner,,male,219,82.7,17.3
1194782,,,2016-01-29 13:17:14,2016-01-29 13:18:27,0.52,0,,Fortuner,,N/A,9,91.5,25.0
1194783,,,2016-01-29 16:35:02,2016-01-29 17:02:34,13.27,0,,Fortuner,,N/A,292,92.9,28.1
1194781,,,2016-01-29 13:27:02,2016-01-29 13:49:02,17.54,0,,Elentra,,male,260,118.7,46.5
1194779,,,2016-01-29 13:37:02,2016-01-29 13:55:30,5.31,0,,Camry,,female,201,106.0,17.4
1194772,,,2016-01-29 13:06:35,2016-01-29 13:34:50,13.65,0,,Innova,,female,286,89.3,28.2
1194768,,,2016-01-29 13:01:42,2016-01-29 13:11:42,5.68,0,,Fortuner ,,female,108,84.5,31.7
1194762,,,2016-01-29 12:26:01,2016-01-29 12:26:16,0.0,0,,Innova,,male,1,0.0,0.0
1194761,,,2016-01-29 12:22:21,2016-01-29 12:22:45,0.0,0,,Innova,,male,2,11.2,7.6
1194759,,,2016-01-29 12:18:53,2016-01-29 12:43:59,19.69,0,,Lexus,,N/A,277,108.1,33.9
1194757,,,2016-01-29 13:03:54,2016-01-29 13:15:35,34.75,0,,Fortuner,,male,124,96.4,31.0
1194756,,,2016-01-29 12:34:24,2016-01-29 12:49:23,14.01,0,,Tausan,,female,178,136.1,55.7
1194754,,,2016-01-29 12:10:04,2016-01-29 12:19:21,7.87,0,,Fortuner,,female,102,90.2,51.3
1194740,,,2016-01-29 11:53:01,2016-01-29 12:21:58,24.58,0,,Innova,,N/A,347,118.7,50.9
1194737,,,2016-01-29 11:28:18,2016-01-29 11:59:24,17.65,0,,Fortuner,,female,373,151.3,17.2
1194728,,,2016-01-29 11:26:03,2016-01-29 11:56:50,21.02,0,,Innova,,female,368,146.4,39.2
1194726,,,2016-01-29 11:22:01,2016-01-29 11:39:50,11.99,0,,Azeera,,female,209,831.5,26.5
1194724,,,2016-01-29 11:30:14,2016-01-29 11:45:40,13.84,0,,Expedition,,female,184,133.1,48.0
1194718,,,2016-01-29 11:17:14,2016-01-29 11:29:50,11.57,0,,Innova,,female,150,109.5,55.2
1194716,,,2016-01-29 11:05:56,2016-01-29 11:21:36,11.58,0,,Fortuner,,female,169,153.9,27.5
1194706,,,2016-01-29 11:02:17,2016-01-29 11:45:34,38.12,0,,Innova,,N/A,518,157.4,51.4
1194696,,,2016-01-29 10:41:36,2016-01-29 11:08:09,22.82,0,,FORTUNER,,female,337,136.8,49.6
1194681,,,2016-01-29 08:51:39,2016-01-29 09:18:36,9.38,0,,Fortuner,,female,232,71.8,19.6
1194680,,,2016-01-29 08:41:25,2016-01-29 09:10:44,5.73,0,,Tausan,,female,371,57.5,11.7
1194671,,,2016-01-29 06:56:35,2016-01-29 07:18:27,17.0,0,,Fortuner,,female,242,124.7,29.5
1194667,,,2016-01-29 06:00:38,2016-01-29 06:40:16,27.31,0,,Fortuner,,female,482,460.3,35.9
1194656,,,2016-01-29 04:59:29,2016-01-29 05:41:32,25.61,0,,Innova,,female,484,147.5,36.4
1194651,,,2016-01-29 04:24:23,2016-01-29 04:41:44,14.66,0,,Fortuner,,female,188,150.6,37.0
1194644,,,2016-01-29 02:59:06,2016-01-29 03:17:07,15.32,0,,Innova,,female,215,114.5,48.1
1194633,,,2016-01-29 02:07:19,2016-01-29 02:29:15,26.51,0,,Taurus,,female,283,146.3,68.1
1194617,,,2016-01-29 01:29:09,2016-01-29 01:59:03,28.16,0,,camry,,female,329,113.8,54.5
1194614,,,2016-01-29 01:19:29,2016-01-29 01:40:13,14.58,0,,Camry,,female,380,138.6,27.0
1194610,,,2016-01-29 00:41:20,2016-01-29 01:03:49,9.53,0,,Lexus,,female,249,151.2,25.6
1194605a,,,2016-01-29 00:49:53,2016-01-29 01:15:18.303483,38.098861531485994,0,,Taures,,female,287,159.3,90.9
1194605b,,,2016-01-29 02:09:58.956219,2016-01-29 02:13:39,3.159907859037694,0,,Taures,,female,62,75.7,36.7
1194594,,,2016-01-29 00:27:43,2016-01-29 00:46:26,16.77,0,,Camry,,male,240,149.8,51.2
1194588,,,2016-01-28 23:54:21,2016-01-29 00:30:19,28.88,0,,Lexus,,female,411,154.9,46.6
1194585,,,2016-01-28 23:42:45,2016-01-28 23:54:24,6.74,0,,Taures,,N/A,120,142.8,35.0
1194584,,,2016-01-28 23:42:21,2016-01-29 00:22:18,37.5,0,,TAHOE,,female,498,145.3,56.3
1194577,,,2016-01-28 23:09:57,2016-01-28 23:23:01,16.33,0,,Elentra,,female,175,134.0,73.0
1194576,,,2016-01-28 23:13:34,2016-01-28 23:26:44,13.14,0,,SONATA,,female,177,125.2,55.1
1194564,,,2016-01-28 23:00:32,2016-01-28 23:07:45,2.6,0,,Lexus,,female,66,134.3,19.2
1194554,,,2016-01-28 22:46:06,2016-01-28 23:14:55,30.88,0,,Taures,,N/A,363,157.0,60.1
1194549,,,2016-01-28 22:10:31,2016-01-28 22:30:37,18.05,0,,Taurus,,male,221,110.5,53.1
1194545,,,2016-01-28 22:00:33,2016-01-28 22:14:36,8.4,0,,Prado,,N/A,148,74.1,35.7
1194540,,,2016-01-28 21:43:52,2016-01-28 22:19:55,26.38,0,,TAHOE,,female,431,150.0,43.9
1194841,,,2016-01-29 15:19:21,2016-01-29 15:51:54,21.56,0,,Innova,,female,390,157.8,28.2
1194891,,,2016-01-29 16:13:44,2016-01-29 16:34:15,11.63,0,,Innova,,female,197,116.5,33.0
1194821,,,2016-01-29 14:35:27,2016-01-29 14:51:45,16.24,0,,Elentra,,female,180,105.4,45.3
1194892,,,2016-01-29 16:47:09,2016-01-29 17:32:43,39.94,0,,Lexus ES,,female,491,89.5,18.5
1194954,,,2016-01-29 18:29:14,2016-01-29 19:27:29,37.34,0,,Tuscan,,female,574,155.9,23.4
1194541,,,2016-01-28 21:37:26,2016-01-28 22:15:05,21.01,0,,Taures,,female,432,97.7,33.3
1194885,,,2016-01-29 16:09:07,2016-01-29 16:24:41,7.51,0,,Sportage (KIA),,female,167,90.7,28.6
1194876,,,2016-01-29 16:28:26,2016-01-29 16:42:42,12.84,0,,Accrode,,female,154,88.4,39.4
1194738,,,2016-01-29 11:56:26,2016-01-29 12:05:23,0.0,0,,Innova,,male,106,121.2,2.2
1194677,,,2016-01-29 07:56:51,2016-01-29 08:29:58,26.18,0,,Taurus,,female,396,141.7,47.1
